proposta;id_x;titulo;votos;state;publicacao;comentarios;url;eixo;id_autor;processo;siglaUf;familiaBeneficiariaPBF;racaCor;gpte;idade_final;sex_final;log1p_votos;log1p_comentarios;cadunico;ocupacao_grupo;cluster_k3;regiao;faixaRendaFamiliarPerCapita;faixaEtaria
<p>Proposta realizada na Oficina de Rond?nia</p>;31468;"Garantir que todos os munic?pios e estados possuam secretaria com dedica??o exclusiva ? cultura.	";0;N?o analisado;27/12/2024 22:40;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31468;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31469;"Mestres e mestras da cultura ocupam cargos em gest?es culturais	";0;N?o analisado;27/12/2024 22:41;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31469;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31470;"Qualificar gestores em conhecimentos t?cnicos, art?sticos e culturais por meio de forma??o continuada, garantindo a excel?ncia na gest?o de pol?ticas culturais.	";1;N?o analisado;27/12/2024 22:42;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31470;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Rond?nia</p>";31471;Garantir o registro e dissemina??o do legado de vida de pessoas de relev?ncia para a cultura nos territ?rios.;1;N?o analisado;27/12/2024 22:45;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31471;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31472;"Revitalizar 100% dos espa?os museol?gicos no Brasil	";1;N?o analisado;27/12/2024 22:47;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31472;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31473;"Fortalecer diferentes express?es e vis?es de mundo de povos origin?rios e comunidades tradicionais em 100% dos munic?pios.	";4;N?o analisado;27/12/2024 22:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31473;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;1,61E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31475;"Fortalecer corredores culturais em territ?rios de fronteira	";1;N?o analisado;27/12/2024 22:50;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31475;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31476;"Fortalecer a preserva??o e a difus?o de vens culturais com pol?ticas reparat?rias e afirmativas em 100% dos territ?rios brasileiros	";0;N?o analisado;27/12/2024 22:51;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31476;Eixo 3 - Patrim?nio e mem?ria;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31478;"Investir na revitaliza??o, amplia??o e cria??o de espa?os culturais, garantindo acessibilidade e sustentabilidade	";2;N?o analisado;27/12/2024 22:57;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31478;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;444;Plano Cultura;;;;;56;Feminino;1,10E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31479;"Cria??o de uma plataforma de presta??o de contas e a??es com linguagem simplificada e com acessibilidade garantida para setor cultural 	";0;N?o analisado;27/12/2024 22:58;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31479;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31480;"Cria??o de uma norma para utiliza??o de espa?os p?blicos ociosos para fins art?stico-culturais garantindo sua fiscaliza??o atrav?s de n?cleos regionais 	";4;N?o analisado;27/12/2024 22:58;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31480;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;444;Plano Cultura;;;;;56;Feminino;1,61E+16;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Rond?nia</p>";31481;100% de todos os cargos de gestores culturais e t?cnicos de todos os entes sejam ocupados por pessoas concursadas e qualificadas, preservando caracter?sticas territoriais.;0;N?o analisado;27/12/2024 22:58;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31481;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Rond?nia</p>";31482;Todos os entes federativos devem destinar no m?nimo 3% do seu or?amento para a cultura ;0;N?o analisado;27/12/2024 22:59;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31482;Eixo 1 - Gest?o e participa??o;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31483;"Fomentar a cria??o de cooperativas da cultura e economia criativa, destinada a forma??o, produ??o, comercializa??o e consumo consciente	";1;N?o analisado;27/12/2024 22:59;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31483;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31484;"Cria??o, implementa??o e amplia??o de programas de financiamentos de resid?ncia art?stica e interc?mbios, considerando o fator amaz?nico e caracter?sticas regionais 	";1;N?o analisado;27/12/2024 22:59;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31484;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31485;"Regulamentar e assegurar direitos trabalhistas, sociais, previdenci?rios dos fazedores de cultura 	";1;N?o analisado;27/12/2024 23:00;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31485;Eixo 6 -  Economia Criativa, Trabalho, Emprego, Renda e Prote??o Social;444;Plano Cultura;;;;;56;Feminino;6,93E+15;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Rond?nia</p>;31487;"Incentivar, fortalecer e fomentar as atividades do turismo ?tnico-cultural regional 	";0;N?o analisado;27/12/2024 23:00;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31487;Eixo 7 - Bem viver e justi?a clim?tica;444;Plano Cultura;;;;;56;Feminino;0;0;N?o cadastrado;nao_informado;Participantes de baixa mobiliza??o;SE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31170;"Integraliza??o de mestres e mestras, fazedores de cultura de refer?ncia local, e demais detentores de saberes populares nos espa?os educacionais e culturais 	";2;N?o analisado;27/12/2024 01:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31170;Eixo 3 - Patrim?nio e mem?ria;452;Plano Cultura;;;;;56;Masculino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p> 	Proposta realizada na Oficina de Minas Gerais</p>";31171;Garantir cota or?ament?ria para pol?ticas de prote??o, preserva??o e difus?o do patrim?nio material e imaterial de comunidades perif?ricas, tradicionais e rurais.;1;N?o analisado;27/12/2024 01:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31171;Eixo 3 - Patrim?nio e mem?ria;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31172;"Promo??o de pol?ticas federais, estaduais e municipais integradas que garantam a autonomia para a prote??o dos patrim?nios materiais e imateriais de povos e comunidades tradicionais, perif?ricas e rurais. 	";2;N?o analisado;27/12/2024 01:16;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31172;Eixo 3 - Patrim?nio e mem?ria;452;Plano Cultura;;;;;56;Masculino;1,10E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31173;"Cria??o de programas de fomento ? cultura voltados a PCTs que preservem o meio ambiente. 	";0;N?o analisado;27/12/2024 01:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31173;Eixo 7 - Bem viver e justi?a clim?tica;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31174;"Fomentar forma??es que orientem povos e comunidades tradicionais a criarem protocolos de consulta livre, pr?via e informada. 	";0;N?o analisado;27/12/2024 01:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31174;Eixo 7 - Bem viver e justi?a clim?tica;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31175;"Regular e limitar o uso de recursos p?blicos na ?rea cultural para empresas que depredam o meio ambiente. 	";0;N?o analisado;27/12/2024 01:17;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31175;Eixo 7 - Bem viver e justi?a clim?tica;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31176;"Cria??o de selo nacional de certifica??o de meio ambiente e direitos humanos para empresas mineradoras e do agroneg?cio como requisito para fomento de projetos culturais. 	";1;N?o analisado;27/12/2024 01:18;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31176;Eixo 7 - Bem viver e justi?a clim?tica;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31177;"Munic?pios do territ?rio nacional com programas de letramento digital e com acesso de qualidade e acessibilidade universal ao ambiente digital	";1;N?o analisado;27/12/2024 01:18;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31177;Eixo 8 - Cultura digital e direitos digitais;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31178;"Espa?os e equipamentos culturais em todo o territ?rio nacional com acesso gratuito ? internet, priorizando povos e comunidades vulnerabilizadas	";1;N?o analisado;27/12/2024 01:18;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31178;Eixo 8 - Cultura digital e direitos digitais;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Minas Gerais</p>";31241;Promover a sensibiliza??o e a forma??o dos gestores culturais com rela??o ?s diversas necessidades das pessoas com defici?ncias vis?veis e invis?veis e neuroat?picos. ;1;N?o analisado;27/12/2024 01:44;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31241;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31242;"Garantir a adapta??o e a fiscaliza??o dos espa?os e equipamentos culturais p?blicos e privados, de modo a torn?-los acess?veis para todas as defici?ncias conforme a legisla??o vigente.	";1;N?o analisado;27/12/2024 01:44;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31242;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Minas Gerais</p>";31243;Fomentar a cria??o de ao menos um museu, arquivo e biblioteca em todos os munic?pios brasileiros.;0;N?o analisado;27/12/2024 01:44;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31243;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31244;"Ampliar a destina??o de recursos espec?ficos para a manuten??o de espa?os e equipamentos culturais p?blicos e de OSCs.	";0;N?o analisado;27/12/2024 01:45;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31244;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
"<p>	Proposta realizada na Oficina de Minas Gerais</p>";31245;Garantir a estrutura m?nima de equipamentos culturais p?blicos em todos os munic?pios para a cria??o, produ??o e frui??o art?stico-cultural.;3;N?o analisado;27/12/2024 01:45;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31245;Eixo 5 - Infraestrutura, equipamentos e espa?os culturais;452;Plano Cultura;;;;;56;Masculino;1,39E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31246;"Aperfei?oar o modelo de gest?o de modo assegurar a loca??o dos recursos financeiros?no?ano?fiscal	";1;N?o analisado;27/12/2024 01:46;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31246;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31247;"Garantir a destina??o de um percentual m?nimo dos or?amentos municipais, estaduais e federal para o aprimoramento da?gest?o?p?blica	";0;N?o analisado;27/12/2024 01:46;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31247;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31248;"Garantir a oferta de forma??o t?cnica e profissional para os gestores, conselheiros, pareceristas?e?proponentes.	";6;N?o analisado;27/12/2024 01:47;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31248;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;1,95E+16;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31249;"Promover a regulamenta??o das categorias profissionais que integram todos os setores culturais?do?pa?s	";0;N?o analisado;27/12/2024 01:47;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31249;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31250;"Estabelecer uma estrutura organizacional m?nima com cargos efetivos para todos os ?rg?os gestores da cultura, em conson?ncia ao marco regulat?rio?vigente	";1;N?o analisado;27/12/2024 01:47;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31250;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31251;"Promover a fiscaliza??o da aloca??o dos profissionais da cultura, assegurando a experi?ncia m?nima comprovada dentro da cultura para?todos?os?cargos	";1;N?o analisado;27/12/2024 01:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31251;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;6,93E+15;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31252;"Promover regulamenta??o das compet?ncias e atribui??es de cada Estado Federal no??mbito?do?SNC	";0;N?o analisado;27/12/2024 01:48;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31252;Eixo 1 - Gest?o e participa??o;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
<p>Proposta realizada na Oficina de Minas Gerais</p>;31489;"Aumentar o n?mero de pessoas com primeiro acesso aos recursos do fomento	";0;N?o analisado;27/12/2024 23:01;0;https://brasilparticipativo.presidencia.gov.br/processes/planoclima/f/287/proposals/31489;Eixo 2 - Fomento ? cultura;452;Plano Cultura;;;;;56;Masculino;0;0;N?o cadastrado;servidor_publico;Participantes de baixa mobiliza??o;NE;;45 a 59 anos
